ID,Surname,First_name,Full_name,Birth_date,Death_date,Artist_id,Biography,Image_link
439,Angelico,Fra,Fra Angelico,1395,1455,438,"Fra Angelico xa0– February 18, 1455) was an Italian painter of the Early Renaissance, described by Vasari in his Lives of the Artists as having ""a rare and perfect talent"".', 'Rome', 'Cortona', 'Fiesole', 'Florence, Santa Trinita', 'Florence, Santa Maria degli Angeli', 'Florence, Santa Maria Novella', 'Orvieto Cathedral', 'Niccoline Chapel",//upload.wikimedia.org/wikipedia/commons/thumb/c/ca/Self_portrait_by_Jacopo_Amigoni%2C_probably_London%2C_1730-1735%2C_oil_on_canvas_-_Hessisches_Landesmuseum_Darmstadt_-_Darmstadt%2C_Germany_-_DSC01160.jpg/220px-Self_portrait_by_Jacopo_Amigoni%2C_probably_London%2C_1730-1735%2C_oil_on_canvas_-_Hessisches_Landesmuseum_Darmstadt_-_Darmstadt%2C_Germany_-_DSC01160.jpg
440,Strozzi,Zanobi,Zanobi Strozzi,1412,1468,439,"Zanobi Strozzi  was an Italian painter and manuscript illuminator, active in his native Florence and nearby Fiesole. He was evidently closely associated with Fra Angelico, if not perhaps a formal pupil as Vasari says. He is ""almost certainly identifiable"" with the ""Buckingham Palace Master"". Most surviving works are manuscript illuminations, but several panel paintings survive, including six altarpieces and six panels with the Virgin and Child, as well as some designs for metalwork.",//upload.wikimedia.org/wikipedia/commons/thumb/4/41/Fra_Angelico_portrait.jpg/220px-Fra_Angelico_portrait.jpg
441,Antonello da Messina,blank_,Antonello da Messina,1430,1479,440,"Antonello da Messina, properly Antonello di Giovanni di Antonio, but also called Antonello degli Antoni and Anglicized as Anthony of Messina , was an Italian painter from Messina, Sicily, active during the Early Italian Renaissance. His work shows strong influences from Early Netherlandish painting although there is no documentary evidence that he ever travelled beyond Italy. Giorgio Vasari credited him with the introduction of oil painting into Italy.  Unusually for a south Italian artist of the Renaissance, his work proved influential on painters in northern Italy, especially in Venice.",//upload.wikimedia.org/wikipedia/commons/thumb/f/f2/Beato_angelico%2C_anunciazione_c._33v%2C_messale_558%2C_1430_circa%2C_san_marco%2C_firenze.jpg/250px-Beato_angelico%2C_anunciazione_c._33v%2C_messale_558%2C_1430_circa%2C_san_marco%2C_firenze.jpg
443,Antoniazzo Romano,blank_,Antoniazzo Romano,1452,1512,442,"Antoniazzo Romano, born Antonio di Benedetto Aquilo degli Aquili  was an Italian Early Renaissance painter, the leading figure of the Roman school during the 15th century.",../static/img/anonymous_artist.png
444,Apt,Ulrich,Ulrich Apt,1460,1532,443,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/f/f5/Annunciazione_Antoniazzo.jpg/220px-Annunciazione_Antoniazzo.jpg
446,Arthois,Jacques d',Jacques d' Arthois,1613,1686,445,Arthois  – May 1686) was a Flemish painter and tapestry designer who specialized in wooded landscapes with figures.  He often depicted the woods around his native Brussels.  Jacques d,../static/img/anonymous_artist.png
447,Bachiacca,blank_,Bachiacca,1494,1557,446,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/0/00/Jacques_van_Arthois_by_Jan_Meyssens.jpg/150px-Jacques_van_Arthois_by_Jan_Meyssens.jpg
448,Backer,Jacob,Jacob Backer,1608,1651,447,Biography could not be found,../static/img/anonymous_artist.png
449,Bailly,David,David Bailly,1584,1657,448,David Bailly  was a Dutch Golden Age painter.,../static/img/anonymous_artist.png
450,Baixeras y Verdaguer,Dionisio,Dionisio Baixeras y Verdaguer,1862,1943,449,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/0/0d/David_Bailly_Vanitas1651.jpg/220px-David_Bailly_Vanitas1651.jpg
451,Baldung,Hans,Hans Baldung,1484,1545,450,"Hans Baldung Grien or Grün  was a German artist in painting and printmaking who was considered the most gifted student of Albrecht Dürer. Throughout his lifetime, Baldung developed a distinctive style, full of color, expression and imagination. His talents were varied, and he produced a great and extensive variety of work including portraits, woodcuts, altarpieces, drawings, tapestries, allegories and mythological motifs.', 'Attribution:",../static/img/anonymous_artist.png
452,Banci,Ercole,Ercole Banci,1500,1529,451,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/0/01/Hans_Baldung%2C_Self-Portrait.jpg/220px-Hans_Baldung%2C_Self-Portrait.jpg
453,Bargue,Charles,Charles Bargue,1825,1883,452,"Charles Bargue  was a French painter and lithographer noted for devising an influential drawing course.', 'Publication', 'Paintings",../static/img/anonymous_artist.png
454,Bartolomeo,Fra,Fra Bartolomeo,1473,1517,453,"Fra Bartolomeo or Bartolommeo OP ˈmɛːo]; 28 March 1472xa0– 31 October 1517), also known as Bartolommeo di Pagholo, Bartolommeo di S. Marco, and his original name Baccio della Porta, was an Italian Renaissance painter of religious subjects.  He spent all his career in Florence until his mid-forties, when he travelled to work in various cities, as far south as Rome.  He trained with Cosimo Roselli and in the 1490s fell under the influence of Savonarola, which led him to become a Dominican friar in 1500, renouncing painting for several years.', 'Attribution:",//upload.wikimedia.org/wikipedia/commons/thumb/7/7d/Portrait_of_the_Artist_%28%3F%29_MET_DP805125.jpg/220px-Portrait_of_the_Artist_%28%3F%29_MET_DP805125.jpg
455,Bartolomeo degli Erri,blank_,Bartolomeo degli Erri,1460,1479,454,Bartolomeo degli Erri  was an Italian Gothic painter of the Italian Renaissance.,//upload.wikimedia.org/wikipedia/commons/thumb/8/87/Fra_bartolomeo.jpg/300px-Fra_bartolomeo.jpg
456,Bastien-Lepage,Jules,Jules Bastien-Lepage,1848,1884,455,"Jules Bastien-Lepage  was a French painter closely associated with the beginning of naturalism, an artistic style that emerged from the later phase of the Realist movement.",//upload.wikimedia.org/wikipedia/commons/thumb/9/91/Bartolomeo_degli_erri%2C_visione_di_san_paolino%2C_1465_ca..JPG/220px-Bartolomeo_degli_erri%2C_visione_di_san_paolino%2C_1465_ca..JPG
457,Batoni,Pompeo,Pompeo Batoni,1708,1787,456,"Pompeo Girolamo Batoni  was an Italian painter who displayed a solid technical knowledge in his portrait work and in his numerous allegorical and mythological pictures. The high number of foreign visitors travelling throughout Italy and reaching Rome during their ""Grand Tour"" made the artist specialize in portraits. Batoni won international fame largely thanks to his customers, mostly British of noble origin, whom he portrayed, often with famous Italian landscapes in the background. Such Grand Tour portraits by Batoni were in British private collections, thus ensuring the genre's popularity in Great Britain. One generation later, Sir Joshua Reynolds would take up this tradition and become the leading English portrait painter. Although Batoni was considered the best Italian painter of his time, contemporary chronicles mention his rivalry with Anton Raphael Mengs.",//upload.wikimedia.org/wikipedia/commons/thumb/2/25/Bastien-Lepage_Autoportrait.jpg/220px-Bastien-Lepage_Autoportrait.jpg
458,Bazille,Jean-Frédéric,Jean-Frédéric Bazille,1841,1870,457,s major works are examples of figure painting in which he placed the subject figure within a landscape painted en plein air.,//upload.wikimedia.org/wikipedia/commons/thumb/7/76/Pompeo-batoni-painting-self-portrait.jpg/220px-Pompeo-batoni-painting-self-portrait.jpg
459,Beaumont,Charles-Édouard de,Charles-Édouard de Beaumont,1821,1888,458,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/4/45/Fr%C3%A9d%C3%A9ric_Bazille_004.jpg/220px-Fr%C3%A9d%C3%A9ric_Bazille_004.jpg
460,Beechey,William,William Beechey,1753,1839,459,Sir William Beechey RA  was a leading English portraitist of the golden age of British painting.,../static/img/anonymous_artist.png
461,Beerstraten,Johannes Abrahamsz,Johannes Abrahamsz Beerstraten,1622,1666,460,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/6/6e/Sir_William_Beechey%2C_self-portrait%2C_c1800.jpg/220px-Sir_William_Beechey%2C_self-portrait%2C_c1800.jpg
462,Beham,Barthel,Barthel Beham,1502,1540,461,"Barthel Beham   was a German engraver, miniaturist and painter.",../static/img/anonymous_artist.png
463,Bellini,Giovanni,Giovanni Bellini,1459,1516,462,"Giovanni Bellini ; c. 1430 – 26 November 1516) was an Italian Renaissance painter, probably the best known of the Bellini family of Venetian painters. His father was Jacopo Bellini, his brother was Gentile Bellini , and his brother-in-law was Andrea Mantegna. He was considered to have revolutionized Venetian painting, moving it towards a more sensuous and colouristic style. Through the use of clear, slow-drying oil paints, Giovanni created deep, rich tints and detailed shadings. His sumptuous coloring and fluent, atmospheric landscapes had a great effect on the Venetian painting school, especially on his pupils Giorgione and Titian.",../static/img/anonymous_artist.png
464,Bellini,Jacopo,Jacopo Bellini,1424,1470,463,"Jacopo Bellini  was one of the founders of the Renaissance style of painting in Venice and northern Italy. His sons Gentile and Giovanni Bellini, and his son-in-law Andrea Mantegna, were also famous painters.",//upload.wikimedia.org/wikipedia/commons/thumb/a/ab/Bust_of_Giovanni_Bellini_in_Venice.jpg/250px-Bust_of_Giovanni_Bellini_in_Venice.jpg
465,Bellotto,Bernardo,Bernardo Bellotto,1722,1780,464,"s illustrious name, signing himself as Bernardo Canaletto. In Germany and Poland, Bellotto called himself by his uncle",//upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Jacopo_Bellini_La_Vierge_d_humilite_adoree_par_un_prince_de_la_maison_d_Estee_1440.jpg/220px-Jacopo_Bellini_La_Vierge_d_humilite_adoree_par_un_prince_de_la_maison_d_Estee_1440.jpg
467,Benjamin-Constant,blank_,Benjamin-Constant,1845,1902,466,"Jean-Joseph Benjamin-Constant , born Jean-Joseph Constant , was a French painter and etcher best known for his Oriental subjects and portraits.",../static/img/anonymous_artist.png
468,Benoist,Marie Guillelmine,Marie Guillelmine Benoist,1768,1826,467,Biography could not be found,//upload.wikimedia.org/wikipedia/commons/thumb/7/7a/Jean-Joseph_Benjamin-Constant_photo.jpg/150px-Jean-Joseph_Benjamin-Constant_photo.jpg
469,Benson,Ambrosius,Ambrosius Benson,1519,1550,468,"Ambrosius Benson xa0– 1550, in Flanders) was an Italian painter who became a part of the Northern Renaissance.",../static/img/anonymous_artist.png
471,Berchem,Nicolaes,Nicolaes Berchem,1622,1683,470,"Nicolaes Pieterszoon Berchem  was a highly esteemed and prolific Dutch Golden Age painter of pastoral landscapes, populated with mythological or biblical figures, but also of a number of allegories and genre pieces.",../static/img/anonymous_artist.png
472,Bergognone,blank_,Bergognone,1453,1523,471,Ambrogio Borgognone  c.u20091470sxa0– 1523/1524) was an Italian painter of the Renaissance period active in and near Milan.,//upload.wikimedia.org/wikipedia/commons/thumb/1/1b/Portrait_of_Nicolaes_Berchem_by_Jan_Stolker.jpg/220px-Portrait_of_Nicolaes_Berchem_by_Jan_Stolker.jpg
